gnw1565_exp,ARACNE,BC3NET,C3NET,CLR,KBOOST,LEAP,MRNETB,MRNET,NARROMI,PCIT,PIDC,PUC,RSNET,BEST_GENECI,MEDIAN_GENECI
sim_BioGrid_Middle-East_Respiratory_Syndrome-related_Coronavirus_mixed_exp,0.881507199451302,0.886440753033372,0.851902227217243,0.930506647018578,0.601837542676023,0.517218292415849,0.931547711410775,0.932826160932107,0.507052153112485,0.5,0.790877657712412,0.835730569019287,0.936713356003334,0.941068413716764,0.940433676326033
sim_BioGrid_Oryctolagus_cuniculus_mixed_exp,0.838789933506649,0.626358239176082,0.783001824817518,0.908189181081892,0.684095465453454,0.646496412858714,0.912999450054994,0.912425257474253,0.561507849215079,0.5,0.799083341665833,0.78741900809919,0.903250924907509,0.891847627737226,0.90098202679732
sim_BioGrid_Oryza_sativa_Japonica_mixed_exp,0.779874672905041,0.536555769918577,0.760759918687022,0.932488934883925,0.624517112951318,0.585098178669576,0.936388983423539,0.936047119009646,0.521305309613398,0.5,0.726782359590953,0.764643487023865,0.941727257548275,0.929913974482031,0.931187226964668
sim_BioGrid_Plasmodium_falciparum_3D7_mixed_exp,0.76510772641968,0.509961231254548,0.653642949028778,0.783951532100293,0.62704450907038,0.590368844124306,0.788265139055636,0.7876450913358,0.508063839221041,0.5,0.793516736940866,0.791054358682294,0.797185864899688,0.811742285788752,0.79373548972509
sim_BioGrid_Xenopus_laevis_mixed_exp,0.664118616614217,0.504851383356585,0.608763056327652,0.761981764887538,0.544497977900335,0.527243326007796,0.764632219445326,0.764275140900474,0.510078000205063,0.5,0.698161933961306,0.69228281196777,0.790036661134466,0.783853242063709,0.723199767343059
sim_GRNdb_Adult-Adipose_mixed_exp,0.854438557499547,0.847486068154298,0.784357957181999,0.912046459963532,0.614574544753542,0.558486104449423,0.913750677720496,0.91437576070729,0.523352099541345,0.5,0.858186259067616,0.860555492829152,0.909436723111333,0.913296088453233,0.910876738209722
sim_GRNdb_Adult-Ascending-Colon_mixed_exp,0.794639428523699,0.801745550531012,0.748287880482048,0.878505152295022,0.556620054166698,0.539789968548315,0.877838146435426,0.879659388134487,0.51788489143383,0.5,0.837057372111148,0.860552152016367,0.890524912488896,0.901047105732866,0.886314614415721
sim_GRNdb_Adult-Epityphlon_mixed_exp,0.837823160113519,0.826452948297796,0.778722480946628,0.900909704629772,0.632011078591049,0.557515246394264,0.900443104877765,0.902521916432976,0.523963901631255,0.5,0.86305918064722,0.868065376079435,0.90267377228464,0.905971199812123,0.906933253821908
sim_GRNdb_Adult-Liver_mixed_exp,0.829410701055642,0.814219135017526,0.759028718478421,0.90402913869881,0.626909813833117,0.569223606739177,0.899031600686221,0.903931083507571,0.52369215207498,0.5,0.848626555828976,0.849377960322019,0.883669039485401,0.904159533438897,0.900413170269807
sim_GRNdb_Adult-Lung_mixed_exp,0.740257640683945,0.746754506737541,0.68534633591073,0.912480140418316,0.628918419768025,0.600281026858157,0.907610340750194,0.913161248761716,0.538462742897885,0.5,0.847315184732805,0.862869867792501,0.914698798871563,0.908350098254132,0.909595798148941
sim_GRNdb_Adult-Muscle_mixed_exp,0.824808007336745,0.808636659807792,0.768397208364858,0.876490647988998,0.597673341561596,0.557353792747759,0.875345321463663,0.876743695630193,0.524856548024261,0.5,0.854892831326689,0.851419864729912,0.870436449970163,0.885035003463249,0.876490521299425
sim_GRNdb_Adult-Pancreas_mixed_exp,0.855275162703055,0.834415133053764,0.797854434252498,0.913965029917063,0.67637201506374,0.5797630798133,0.918689669692243,0.920095363873916,0.527435500358884,0.5,0.863211468098833,0.866748010456735,0.91272162126322,0.914719047972289,0.910803770342535
sim_GRNdb_Adult-Rectum_mixed_exp,0.834034694748431,0.811957256281328,0.763197478748162,0.916890278101972,0.68532509888834,0.568422672868756,0.920285014547928,0.922763150573405,0.522232398633738,0.5,0.871503413665122,0.872636850152863,0.916973857041259,0.92088521530043,0.921273792829046
sim_GRNdb_Fetal-Brain_mixed_exp,0.782808059670567,0.822937600006649,0.735129649414927,0.877718506883442,0.570051378496886,0.581419282929841,0.885555326064999,0.884297000067336,0.519201512635533,0.5,0.780223410473326,0.783144362498372,0.883001889472248,0.875224520622088,0.86675528024244
sim_GRNdb_Fetal-Calvaria_mixed_exp,0.903816285685345,0.891381344188177,0.850615759215289,0.954551630705885,0.724699515126011,0.535624956921015,0.954486110943159,0.955808105671482,0.519478031016789,0.5,0.905582047361858,0.913686495519566,0.944764917079619,0.94774804853265,0.946131908960768
sim_GRNdb_Fetal-Thymus_mixed_exp,0.817232745172394,0.830942807744316,0.769827558955243,0.888869133261986,0.612735914868362,0.520349740399694,0.889109113847109,0.889936527378785,0.502717575583637,0.5,0.818461193922239,0.829289303309619,0.891020241202869,0.895363589742714,0.889616473105974
sim_RegNetwork_human_mixed_exp,0.571028722858692,0.504394315518176,0.554501162331775,0.86024624556734,0.651691119114673,0.6359697306638,0.846520951898973,0.832914383244753,0.556215501252172,0.5,0.855805284282508,0.86347436814766,0.645038129441332,0.88160311732013,0.87976625469367
sim_RegNetwork_mouse_mixed_exp,0.569911213989685,0.502349036575786,0.552957991320409,0.860647818285096,0.665791428076623,0.637956441104251,0.851883605388749,0.840551314626349,0.546966190634171,0.5,0.857010375724371,0.86496185567413,0.877229293478484,0.881141021009935,0.880532277810752
sim_TFLink_Saccharomyces_cerevisiae_mixed_exp,0.814253076315195,0.84258290528336,0.775296483404832,0.961529267328968,0.620877737638293,0.749943765522691,0.961138024949199,0.961686187627004,0.58948252991646,0.5,0.894616483687063,0.889660511684353,0.949504050011289,0.95442947053511,0.957285927974712
syntren1000_exp,0.608898615382694,0.512220855173865,0.543188145034648,0.795065221073103,0.759630158871237,0.779203707833677,0.765595308209196,0.786937901612912,0.528241464500057,0.5,0.624581287576847,0.56275371963283,0.391736910102192,0.78057079632478,0.75465098289523
syntren300_exp,0.614258787328429,0.532068527192907,0.536429199581675,0.728074085734468,0.448113844528179,0.735733546750067,0.717090309282509,0.74541151659345,0.555455024046412,0.5,0.50504658721526,0.361464271369524,0.46375106381403,0.611440911187345,0.559071479636303
