gnw1565_exp,ARACNE,BC3NET,C3NET,CLR,KBOOST,LEAP,MRNETB,MRNET,NARROMI,PCIT,PIDC,PUC,RSNET,BEST_GENECI,MEDIAN_GENECI
sim_BioGrid_Oryza_sativa_Japonica_mixed_exp,0.281795980429495,0.0515819433211041,0.27119853595677,0.272417147459622,0.0267293597909911,0.111160670131833,0.327774352215009,0.340440067333641,0.044615257273008,0.0030581039755351,0.0809843257410188,0.0879265906735057,0.373220168518965,0.290508071788654,0.163344491470245
sim_BioGrid_Plasmodium_falciparum_3D7_mixed_exp,0.259256903953238,0.0089035446995018,0.154460248798746,0.227430346897624,0.044432623458593,0.0794910232387574,0.193973824589178,0.246387629983242,0.0180276968219489,0.0017800381436745,0.154769937438012,0.149829369887468,0.204981588541115,0.230833894697445,0.208008488675578
sim_BioGrid_Xenopus_laevis_mixed_exp,0.146568089539309,0.0065516437110739,0.112203431962368,0.13630299345948,0.0207604416533324,0.0279193904508839,0.14877081492507,0.156287228021119,0.0215447027549604,0.0011806594221122,0.0670958388974899,0.0682315549371032,0.171146519439932,0.146402118956572,0.119505369558446
sim_GRNdb_Adult-Adipose_mixed_exp,0.359712483128962,0.376818434319707,0.294908459427482,0.343161915928579,0.0030585202808125,0.0244362424011475,0.152131911963663,0.23784207461928,0.0474077433903839,0.0013377376138552,0.0866678546353163,0.0617818948388228,0.202990594297693,0.383305068136382,0.314450757506571
sim_GRNdb_Adult-Ascending-Colon_mixed_exp,0.190830173999289,0.239779516511298,0.161979046161395,0.281558285320472,0.0017809970216147,0.0088371946668753,0.0390701188785939,0.0812642613869286,0.0327529369226433,0.0010419418273605,0.0286814813125001,0.0213593832343775,0.056152817422723,0.194216783910755,0.179856576923677
sim_GRNdb_Adult-Epityphlon_mixed_exp,0.414089274971557,0.397237306246036,0.351677316842135,0.338945663567493,0.0019066434858697,0.0107321089443444,0.059879470457943,0.14925144331676,0.048952111426615,0.0010933699962257,0.0443829098173368,0.0430380571956538,0.0829924089736003,0.320713360687587,0.251091917262318
sim_GRNdb_Adult-Liver_mixed_exp,0.261899254530582,0.294437793662239,0.209849892356901,0.272037430325495,0.0019671517674554,0.0081930130935417,0.0288748525631067,0.0733606534710835,0.0453666508979612,0.0010818093558677,0.0618383626115933,0.0218912504904909,0.0397808030430863,0.263005913697977,0.201331324168344
sim_GRNdb_Adult-Lung_mixed_exp,0.181633496120694,0.215064808197614,0.137054669189528,0.195393153335037,0.0029215423445825,0.0147048494780741,0.0360153166566267,0.0794462609687443,0.0765627507015803,0.0018310164133212,0.0559877401555746,0.0302370821683617,0.0554969107425211,0.211510445232309,0.160406936339728
sim_GRNdb_Adult-Muscle_mixed_exp,0.257396938270226,0.281095023153835,0.220455027407428,0.300243771605033,0.0025311987331726,0.0203446111609319,0.0855663222526092,0.180755531772327,0.0463611248374547,0.0011611621010461,0.0746057412563973,0.0584563172572486,0.0919112663270065,0.293101519442966,0.237906426635772
sim_GRNdb_Adult-Pancreas_mixed_exp,0.423309408769058,0.399889985582953,0.3637596710451,0.337085220474206,0.0028442833236365,0.0371525675084058,0.130724759365497,0.265970372772356,0.0561168459701094,0.0015873522496356,0.0967304583757743,0.0934810844043276,0.155522051762883,0.379190496602642,0.31525221374235
sim_GRNdb_Adult-Rectum_mixed_exp,0.249020296422826,0.250727159559326,0.195519859165195,0.245474751006519,0.0013935219398549,0.0108941334996516,0.0482602550595186,0.125415393217687,0.0413846146329397,0.0008077639262962,0.0365361175728125,0.037986134711091,0.0618434642496302,0.212175042568617,0.15200428921988
sim_GRNdb_Fetal-Brain_mixed_exp,0.243246436264785,0.284236164392024,0.212808739459527,0.241454588963869,0.0086957515319764,0.0546490640443678,0.202945610592782,0.243022579962929,0.0435306311586468,0.0040303738317757,0.0715780936263353,0.0742112070752036,0.242622630083948,0.276117005963479,0.255278239488012
sim_GRNdb_Fetal-Calvaria_mixed_exp,0.326057641256358,0.342353727382507,0.291825383147013,0.304820239462923,0.001471263219819,0.0103520302957449,0.110223990432998,0.20455353066256,0.0394609707040637,0.0006349064371526,0.0512128196048541,0.0531966587298504,0.142516409426042,0.306983378881994,0.254328941515843
sim_GRNdb_Fetal-Thymus_mixed_exp,0.226369090925492,0.242964118307145,0.194395912304827,0.21291163283392,0.002042083494323,0.0046632447213854,0.142121568520959,0.182810059660476,0.0069999110871099,0.001446194799261,0.0219459386097908,0.0358616883262944,0.168329548709063,0.21793613682249,0.16573067228747
sim_RegNetwork_human_mixed_exp,0.0370591697564518,0.0054452847456136,0.0311646099574532,0.10647067973739,0.0155903406015691,0.034221801050793,0.0749056361540025,0.0828710200563957,0.0702788869482283,0.0039161683580213,0.0727121916155941,0.0646250893634595,0.0452049787384225,0.107709011049179,0.0716942347161214
sim_RegNetwork_mouse_mixed_exp,0.0345410738684595,0.0042983220382441,0.0286645314383451,0.101175466679001,0.0133802230908428,0.0310633138045383,0.0701255517638966,0.0809247788009942,0.0525413501701526,0.0035276869121692,0.068616171617238,0.0609455907836587,0.0778963729918535,0.102553595806526,0.0630810195683783
sim_TFLink_Saccharomyces_cerevisiae_mixed_exp,0.223394607634678,0.274446490206054,0.207007134137483,0.317828608561916,0.022248465619649,0.151514997310366,0.211823780177551,0.268612765016238,0.182864705016729,0.0029852476596238,0.185046061446646,0.150400885369909,0.251065341105755,0.321905799653567,0.253065257416242
syntren1000_exp,0.0115432625566357,0.0073113845776686,0.037762395761962,0.046223199947833,0.0273178889044555,0.0161765779647909,0.0397495832250213,0.0723085002433816,0.0177078658297479,0.0047472527472527,0.0173756945250564,0.0133323970672144,0.009277981878678,0.0871048377787145,0.0375849451920072
syntren300_exp,0.0065468963897671,0.0056084737898598,0.0064777477509446,0.0130227471785296,0.004603072376629,0.0077990621754231,0.0101201783645488,0.011842025344331,0.0071531467057056,0.0031229235880398,0.0053720985952728,0.003675326867397,0.0101631729942934,0.0066529911814932,0.0063889369803346
